timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,-0.532043,-0.158142,0.190796,-0.809692,1.12404,0.477,-0.159041,-0.447754,0.819824,0.353516
97670862831,-7.9375,-10.0625,-2.625,-0.530762,-0.157166,0.191589,-0.810486,1.12011,0.475899,-0.162406,-0.449707,0.824707,0.363281
97670893438,-8.5625,-9.6875,-2.5625,-0.529358,-0.156372,0.192322,-0.811401,1.11599,0.475041,-0.165548,-0.455078,0.872559,0.37793
97670908915,-10.8125,-8.5625,-3.9375,-0.52771,-0.15564,0.192566,-0.812622,1.11143,0.473709,-0.167886,-0.444824,0.925781,0.365234
97670923904,-15.4375,-7.875,-3.6875,-0.525574,-0.155212,0.192139,-0.814148,1.10585,0.472033,-0.168889,-0.462891,0.900879,0.344238
97670945246,-20.3125,-6.3125,0.25,-0.523193,-0.154541,0.191772,-0.815918,1.0996,0.469963,-0.170442,-0.45459,0.827637,0.368164
97670983872,-19.25,-7.25,2.5,-0.521301,-0.153442,0.192139,-0.8172,1.09424,0.468009,-0.173481,-0.428223,0.79834,0.373535
97670990255,-13.25,-10.0625,-0.1875,-0.519226,-0.152405,0.193054,-0.818542,1.08835,0.46674,-0.177608,-0.418945,0.803223,0.375977
97671036311,-14.25,-11.5625,-3.625,-0.516602,-0.151245,0.194275,-0.820068,1.08089,0.465409,-0.182711,-0.424805,0.815918,0.365723
97671045328,-18.4375,-14.375,-5.1875,-0.513611,-0.149658,0.195496,-0.82196,1.07245,0.463234,-0.18851,-0.439941,0.813965,0.381836
97671052381,-20.4375,-17.125,-2.9375,-0.51062,-0.147095,0.19635,-0.824097,1.0639,0.458899,-0.194639,-0.420898,0.800293,0.406738
97671066829,-18.5625,-20.0625,1.625,-0.507324,-0.143616,0.197021,-0.826599,1.05448,0.452631,-0.20151,-0.40332,0.763672,0.430664
97671089055,-18.625,-23.5625,5.625,-0.503845,-0.139648,0.198242,-0.829102,1.04443,0.445969,-0.209921,-0.383301,0.714844,0.45459
97671118442,-16.3125,-26.8125,5,-0.499756,-0.136108,0.200073,-0.831726,1.03291,0.440493,-0.219287,-0.361816,0.637207,0.480957
97671162739,-16.1875,-26.25,2.1875,-0.494934,-0.13324,0.202209,-0.834534,1.01973,0.436254,-0.22885,-0.356445,0.61377,0.481445
97671172741,-20.3125,-24.9375,-1.75,-0.490234,-0.131042,0.204529,-0.837097,1.00703,0.433362,-0.237966,-0.365234,0.621582,0.459473
97671173566,-21.9375,-23.625,-4,-0.486572,-0.129089,0.20636,-0.83905,0.997133,0.430629,-0.245293,-0.384277,0.634766,0.433594
97671186558,-18.0625,-20.625,-1.8125,-0.484375,-0.127197,0.207275,-0.840393,0.991203,0.427492,-0.250026,-0.375488,0.623047,0.430664
97671207589,-10.1875,-16,2.5625,-0.484558,-0.125061,0.20752,-0.840576,0.991326,0.423943,-0.252456,-0.361328,0.625488,0.455566
97671230362,5.5625,-10.3125,6.5625,-0.485901,-0.122375,0.207092,-0.840271,0.994403,0.419069,-0.253511,-0.340332,0.672363,0.502441
97671254013,13.6875,-7.625,8.9375,-0.487061,-0.119873,0.206177,-0.84021,0.997231,0.414004,-0.253596,-0.349121,0.689941,0.550781
97671284790,13.625,-4.8125,11.4375,-0.487366,-0.11792,0.205261,-0.840515,0.998009,0.409664,-0.253576,-0.367676,0.703125,0.587402
97671287001,9.6875,-2.9375,10.8125,-0.486877,-0.116882,0.204041,-0.841309,0.997084,0.406453,-0.252535,-0.371582,0.686523,0.566406
97671322832,2.375,0.0625,10.25,-0.484802,-0.116943,0.20282,-0.842773,0.992356,0.404728,-0.251184,-0.382324,0.675781,0.538086
97671327730,-9.5625,1.6875,8.1875,-0.482666,-0.11615,0.201782,-0.844299,0.98733,0.401628,-0.250996,-0.366699,0.813477,0.494629
97671358425,-16.9375,-3.875,4.625,-0.48114,-0.114075,0.199829,-0.845947,0.98398,0.395526,-0.250015,-0.336914,1.02881,0.45752
97671366575,-23.125,-7.25,6.5,-0.478333,-0.111633,0.19574,-0.848816,0.978077,0.386306,-0.245907,-0.360352,1.10645,0.473633
97671387749,-36.1875,-6.375,17.75,-0.470215,-0.110168,0.192383,-0.854309,0.959364,0.378103,-0.244642,-0.42334,0.884277,0.630371
