timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.308838,-0.36322,-0.871521,0.115112,0.911826,0.47203,-2.64428,-0.46582,0.704102,0.543457
106978823255,-0.75,8.875,12.0625,0.309509,-0.363586,-0.87085,0.117126,0.914101,0.471138,-2.63931,-0.469238,0.697266,0.550781
106978845288,0.9375,8.125,10.625,0.310242,-0.364258,-0.870056,0.118652,0.916947,0.470593,-2.63498,-0.461426,0.708984,0.541992
106978868003,2.375,7.6875,8.0625,0.311035,-0.364563,-0.869507,0.119995,0.919008,0.470579,-2.63127,-0.47168,0.718262,0.553711
106978882993,1.1875,7.0625,6.6875,0.311768,-0.364441,-0.869141,0.121094,0.919923,0.470887,-2.62824,-0.471191,0.700195,0.552734
106978921090,-0.25,6.375,4.875,0.312439,-0.363953,-0.869019,0.121826,0.919821,0.471645,-2.62622,-0.473145,0.692871,0.560547
106978922066,-1.5,5.375,2.9375,0.313049,-0.363403,-0.868958,0.12207,0.919314,0.472745,-2.62516,-0.483398,0.692871,0.554688
106978944112,-1.25,3.5625,0.625,0.313599,-0.363037,-0.868896,0.12207,0.919081,0.473875,-2.6246,-0.477539,0.704102,0.554688
106978965659,-0.5,2.5625,-0.5,0.313965,-0.362549,-0.869019,0.122009,0.918375,0.47486,-2.62455,-0.475098,0.709473,0.554688
106979013738,-1.8125,1.875,-1.0625,0.314209,-0.361633,-0.869324,0.121826,0.91649,0.475953,-2.62503,-0.485352,0.692383,0.553711
106979015711,-3.5,0.1875,-1.8125,0.31427,-0.36084,-0.86969,0.121277,0.914545,0.476995,-2.6264,-0.466797,0.68457,0.555664
106979034791,-2.25,-0.9375,-3.1875,0.31427,-0.360229,-0.869995,0.120667,0.912917,0.477873,-2.62784,-0.459961,0.70459,0.552246
106979041816,-2.1875,-1.0625,-4.625,0.314453,-0.359131,-0.870544,0.119995,0.910407,0.479463,-2.62959,-0.461426,0.692871,0.550293
106979064013,-4.8125,-0.625,-5.875,0.314575,-0.35791,-0.871094,0.119385,0.907541,0.480915,-2.63126,-0.45752,0.67627,0.549805
106979087576,-4.9375,-0.375,-5.5625,0.314697,-0.3573,-0.871338,0.118896,0.90609,0.481887,-2.63232,-0.456543,0.68457,0.547363
106979110492,-2,-0.125,-3.6875,0.314819,-0.35675,-0.871521,0.118835,0.904947,0.482454,-2.63256,-0.450195,0.681641,0.552734
106979137641,-2.1875,1.25,-2,0.314758,-0.35614,-0.871826,0.118713,0.903453,0.482812,-2.63323,-0.435547,0.677734,0.556152
106979147964,-2.5625,0.75,-2.5625,0.315063,-0.355469,-0.872009,0.118347,0.902108,0.484018,-2.63384,-0.452637,0.677734,0.537598
106979163090,-2.875,0.75,-3.8125,0.315308,-0.354736,-0.872253,0.118164,0.900644,0.485016,-2.63428,-0.45166,0.667969,0.534668
106979182851,-3.125,0.9375,-2.875,0.315369,-0.354492,-0.872314,0.118164,0.900146,0.485245,-2.63431,-0.446777,0.681152,0.537598
