timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.390686,-0.33844,-0.856018,0.00750732,0.898753,0.725871,-2.76176,-0.672852,0.608398,0.47168
106798338039,4.4375,9.375,5.4375,0.391663,-0.339478,-0.855164,0.00860596,0.90355,0.726193,-2.75686,-0.671875,0.606934,0.483398
106798351884,4.4375,9.625,5.375,0.3927,-0.340393,-0.85437,0.00964355,0.908108,0.726768,-2.75218,-0.686523,0.600586,0.491699
106798375544,4.625,9.5,5.3125,0.393616,-0.341064,-0.853638,0.0107422,0.911852,0.727069,-2.74764,-0.685059,0.588379,0.497559
106798413744,4,9.3125,6,0.394287,-0.341431,-0.853149,0.0117798,0.914422,0.727129,-2.74395,-0.69043,0.578125,0.503418
106798415877,3,7.875,6.375,0.394714,-0.341431,-0.852966,0.0126953,0.915634,0.727075,-2.74134,-0.694336,0.577637,0.504395
106798449840,0.75,5.8125,5.3125,0.39502,-0.341125,-0.852905,0.0133057,0.915644,0.72716,-2.73977,-0.707031,0.577148,0.494629
106798464800,-0.5625,3.25,4.25,0.395142,-0.340759,-0.853027,0.0137329,0.915155,0.727191,-2.73908,-0.719727,0.570312,0.492676
106798471949,-0.75,1.125,4.4375,0.394897,-0.340332,-0.853271,0.0139771,0.913822,0.726685,-2.73931,-0.689453,0.5625,0.490723
106798494500,-0.875,-0.4375,2.9375,0.394775,-0.339417,-0.853699,0.0140381,0.911295,0.726837,-2.74028,-0.667969,0.570312,0.482422
106798540598,-3.5625,-0.3125,-0.625,0.395264,-0.33783,-0.854126,0.0140381,0.90786,0.728465,-2.74104,-0.675781,0.579102,0.460938
106798548037,-8.375,1.4375,-3.9375,0.396118,-0.335876,-0.854492,0.0139771,0.903931,0.730941,-2.74163,-0.67334,0.564453,0.452148
106798548785,-9.875,2.5,-5.125,0.396973,-0.334717,-0.854553,0.013916,0.902084,0.733068,-2.74148,-0.655273,0.552734,0.440918
106798589681,-5.1875,3.75,-3.5625,0.397827,-0.334167,-0.854309,0.0137939,0.901761,0.734904,-2.74076,-0.645508,0.557617,0.430664
106798591889,-2.5,3.9375,-3.4375,0.39856,-0.333679,-0.854187,0.0137329,0.901515,0.736534,-2.7402,-0.638184,0.583496,0.432617
106798606898,-3.1875,3.5625,-4.5,0.399292,-0.333557,-0.853943,0.0140991,0.902532,0.737635,-2.73842,-0.642578,0.605469,0.424316
106798632296,-3.125,4.0625,-2.3125,0.399719,-0.333435,-0.853699,0.0150757,0.903436,0.737482,-2.7356,-0.644531,0.593262,0.441406
