timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.367737,-0.361511,-0.856567,-0.0218506,0.910821,0.702046,-2.83783,-0.65625,0.585449,0.472168
106758593584,2,2.9375,2.25,0.367737,-0.361938,-0.856384,-0.0214233,0.912194,0.701489,-2.83651,-0.655273,0.591309,0.482422
106758608121,2.6875,1.875,3.75,0.367493,-0.362366,-0.856323,-0.0209961,0.913273,0.700502,-2.83559,-0.647461,0.595703,0.495605
106758631759,3.125,0.875,4.125,0.367188,-0.362488,-0.856384,-0.020813,0.913312,0.69971,-2.83552,-0.661621,0.59375,0.505371
106758653110,1.6875,-0.1875,3.0625,0.366882,-0.362366,-0.856567,-0.0209351,0.912543,0.699312,-2.83635,-0.658691,0.577148,0.503906
106758668075,1.875,-1.0625,1.6875,0.366638,-0.362427,-0.856628,-0.0213623,0.912141,0.699232,-2.83755,-0.658691,0.594238,0.490723
106758690600,2.375,-1.625,-0.375,0.366638,-0.362488,-0.856628,-0.0216064,0.912173,0.699467,-2.83805,-0.655273,0.612305,0.478516
106758706763,1.0625,-0.375,-0.75,0.366943,-0.362427,-0.856506,-0.0216064,0.91238,0.700029,-2.83762,-0.665039,0.612305,0.469238
106758728194,-0.0625,1.1875,-0.5,0.367615,-0.362244,-0.856262,-0.0217285,0.912638,0.701404,-2.837,-0.656738,0.602051,0.465332
106758766266,-0.5,2.875,-1.9375,0.368286,-0.361938,-0.85614,-0.0219727,0.912547,0.703007,-2.83685,-0.646484,0.608398,0.46875
106758767062,-0.6875,3.1875,-3.1875,0.368896,-0.361755,-0.855957,-0.0219727,0.912826,0.70419,-2.8361,-0.637207,0.616699,0.462891
106758781268,-1.375,3.625,-3.125,0.369507,-0.361267,-0.855896,-0.0216064,0.912518,0.705127,-2.83485,-0.63623,0.608887,0.457031
106758819562,-3.75,3.625,-1.3125,0.369873,-0.360596,-0.856018,-0.0213623,0.911353,0.705799,-2.83441,-0.648926,0.589355,0.467773
106758827460,-3.4375,2.375,-0.1875,0.369934,-0.360413,-0.856079,-0.0213623,0.910954,0.705986,-2.8345,-0.632812,0.597168,0.464355
106758853530,-1.25,0.5,-1.125,0.369873,-0.360229,-0.85614,-0.0214844,0.910298,0.706013,-2.83497,-0.617676,0.611328,0.458008
106758875229,-1.5625,-0.1875,-2.8125,0.369995,-0.359802,-0.856262,-0.0216675,0.909214,0.706555,-2.83558,-0.624023,0.611328,0.45459
106758888202,-2.625,0,-3.5,0.370178,-0.359436,-0.856384,-0.0215454,0.90858,0.70695,-2.83546,-0.616699,0.615234,0.444824
106758923527,-3.75,1,-2.5625,0.370483,-0.358948,-0.856445,-0.0209961,0.907999,0.707151,-2.83426,-0.621582,0.609863,0.454102
106758934622,-4.875,2.6875,-0.75,0.37085,-0.358704,-0.856384,-0.0202637,0.908252,0.707212,-2.83236,-0.632324,0.599609,0.44873
106758946212,-3.3125,3.25,1.4375,0.371033,-0.359009,-0.856201,-0.0197144,0.909628,0.706943,-2.83065,-0.635742,0.600586,0.45459
106758960645,0.0625,2.1875,2.25,0.371155,-0.359802,-0.855835,-0.0193481,0.912099,0.706555,-2.82895,-0.635254,0.613281,0.449707
106758984383,2.8125,1.9375,2,0.371521,-0.360474,-0.855408,-0.019104,0.914482,0.706765,-2.82726,-0.64502,0.618652,0.447754
106759005460,2.1875,2.625,0.875,0.371826,-0.360596,-0.855225,-0.0188599,0.915336,0.707047,-2.82615,-0.641113,0.609375,0.460449
106759020413,0.25,2.5625,0.0625,0.372131,-0.360413,-0.855164,-0.0187988,0.915275,0.707607,-2.82572,-0.628906,0.604492,0.459961
106759045869,-1.0625,2.5,-1.8125,0.37262,-0.360168,-0.855042,-0.0188599,0.91521,0.708632,-2.82532,-0.643555,0.613281,0.450195
106759074313,-2.125,2,-2.6875,0.37323,-0.359802,-0.85498,-0.0186768,0.915163,0.709756,-2.82442,-0.639648,0.59375,0.449219
106759095823,-2.3125,3.25,-1.375,0.373718,-0.359497,-0.854858,-0.0184326,0.915109,0.71049,-2.82338,-0.620605,0.575195,0.456543
106759105842,-1.25,4.125,-0.5,0.374207,-0.358948,-0.854858,-0.0181885,0.914424,0.711334,-2.82261,-0.637207,0.563965,0.473145
106759125438,-1.6875,3.8125,-0.125,0.374695,-0.358215,-0.85498,-0.0184326,0.912988,0.712753,-2.82312,-0.684082,0.569336,0.491211
106759148163,-1.3125,1.6875,-1.125,0.375244,-0.35675,-0.855347,-0.0186157,0.909714,0.714461,-2.82407,-0.712891,0.541016,0.522461
106759170641,-3.25,2.0625,-0.375,0.37561,-0.352722,-0.856873,-0.0185547,0.899599,0.716554,-2.82729,-0.793457,0.518555,0.628418
106759186853,-13.75,1.1875,0.1875,0.374817,-0.346069,-0.859924,-0.019043,0.880746,0.717906,-2.83598,-0.874023,0.471191,0.744629
106759200729,-23.3125,-6.8125,-0.75,0.373596,-0.335693,-0.864502,-0.0199585,0.851308,0.719953,-2.84977,-0.963379,0.42627,0.848145
106759222999,-39.1875,-13.125,-5.1875,0.37262,-0.319946,-0.870911,-0.0205688,0.808406,0.723749,-2.8679,-1.10547,0.36377,0.993164
106759248414,-64.0625,-15.125,-8.6875,0.373108,-0.298645,-0.878174,-0.0206909,0.752986,0.731069,-2.88837,-1.37256,0.358887,1.09814
106759263447,-93.3125,-16.1875,-13.125,0.371765,-0.277222,-0.885803,-0.0170288,0.698422,0.731603,-2.90287,-1.5415,0.303711,1.20947
106759283099,-121.812,-20.3125,-15,0.370605,-0.251587,-0.894043,-0.0112915,0.635388,0.731996,-2.91619,-1.5166,0.171875,1.18018
106759320903,-147.938,-18.625,-13.375,0.36969,-0.221069,-0.902527,-0.000915527,0.564628,0.731135,-2.92256,-1.5752,0.0541992,0.999023
106759330894,-184.375,-15.1875,0.625,0.36615,-0.187073,-0.911499,0.0115967,0.485861,0.725022,-2.92873,-1.8457,-0.0874023,0.789062
106759350544,-208,-33.3125,10,0.355774,-0.156738,-0.920959,0.0271606,0.415743,0.703371,-2.92818,-2.03516,-0.323242,0.626953
106759365500,-202.062,-55.5625,28.0625,0.340393,-0.130127,-0.929871,0.050415,0.359874,0.668644,-2.90706,-2.19678,-0.513672,0.497559
106759388155,-198.625,-74.125,80.875,0.319885,-0.105896,-0.937256,0.0899048,0.319865,0.61945,-2.84722,-2.46826,-0.0766602,0.483887
106759410650,-217.688,-87.5,176.625,0.290405,-0.0856323,-0.941589,0.147461,0.2936,0.548761,-2.74771,-2.2793,0.960938,0.101074
106759425666,-232.875,-121.375,288.125,0.255127,-0.0765991,-0.937866,0.222351,0.291146,0.4606,-2.6073,-1.44531,0.779785,-0.0625
106759440600,-212.312,-162.812,411.812,0.202271,-0.0697632,-0.926086,0.31073,0.273574,0.337665,-2.4472,-0.0512695,-0.0415039,-0.134277
106759465843,-229.188,-222.25,506.562,0.137817,-0.0766602,-0.908813,0.386292,0.253133,0.19246,-2.31323,2.91211,-0.302246,0.154785
