timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.396362,0.265137,-0.242737,0.844727,0.781457,0.694966,-0.263322,-0.65332,0.538574,0.524414
87624413846,0.4375,-0.25,0.125,0.396729,0.265076,-0.242798,0.844604,0.782411,0.695042,-0.263192,-0.648438,0.536621,0.531738
87624428874,2.0625,-0.8125,0.5625,0.397034,0.264832,-0.243164,0.844421,0.78289,0.694951,-0.263931,-0.643066,0.540039,0.545898
87624452535,2.6875,-1.25,-0.75,0.397217,0.264587,-0.243896,0.844177,0.782778,0.695119,-0.265613,-0.640625,0.533691,0.539062
87624475013,3,-2.625,-2.625,0.3974,0.264343,-0.24469,0.843933,0.782637,0.695352,-0.267445,-0.639648,0.549805,0.534668
87624496406,2.4375,-2.75,-3.75,0.397461,0.264282,-0.245117,0.843811,0.782491,0.695615,-0.268418,-0.634277,0.543945,0.540039
87624512473,0.75,-0.8125,-2.625,0.397461,0.264343,-0.2453,0.84375,0.782388,0.695897,-0.268792,-0.630371,0.531738,0.533691
87624533812,0.625,-0.0625,-1.25,0.397644,0.264343,-0.245483,0.843628,0.782762,0.696119,-0.269046,-0.633789,0.540039,0.536133
87624556882,1.0625,-0.125,-0.8125,0.398071,0.264099,-0.2453,0.843506,0.783926,0.695582,-0.268392,-0.617188,0.546875,0.537109
87624603947,1.875,0.625,0.5,0.398315,0.263977,-0.244995,0.843567,0.784794,0.695195,-0.267595,-0.621094,0.54541,0.541992
87624606099,0.5625,1,1.4375,0.398315,0.263672,-0.244751,0.843689,0.784843,0.694356,-0.267265,-0.628418,0.535156,0.54834
87624624739,0.3125,-0.375,1.875,0.39856,0.263245,-0.244751,0.84375,0.785403,0.693615,-0.267414,-0.625977,0.537598,0.52832
87624625376,1.25,-1.875,1.0625,0.398865,0.262817,-0.244751,0.843689,0.786058,0.69283,-0.267448,-0.640137,0.554199,0.53418
87624648420,1.4375,-2.4375,0.875,0.399109,0.26239,-0.24469,0.84375,0.786648,0.692027,-0.267448,-0.640625,0.54834,0.530762
87624665497,1.0625,-2,1.6875,0.399353,0.262085,-0.244568,0.84375,0.787285,0.691387,-0.267184,-0.642578,0.533203,0.547852
87624686849,1.75,-1,2.25,0.399536,0.26178,-0.244629,0.84375,0.787651,0.690898,-0.267409,-0.638184,0.530762,0.556641
87624707544,2.4375,-0.9375,1.4375,0.399658,0.261536,-0.244751,0.84375,0.787835,0.690568,-0.267784,-0.632324,0.54248,0.555176
87624736245,1.875,-0.5,0.125,0.399719,0.261658,-0.244629,0.843689,0.788095,0.690706,-0.26733,-0.647949,0.543457,0.554199
