timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.31604,-0.313843,-0.875977,-0.185364,0.622207,0.734259,2.97056,-0.665527,0.437012,0.601562
106579262242,0.375,0.0625,0.625,0.316162,-0.314026,-0.875916,-0.18512,0.622937,0.73438,2.97141,-0.674316,0.441406,0.601074
106579285917,0.3125,1,0.875,0.316345,-0.314087,-0.875854,-0.184998,0.623265,0.734688,2.9719,-0.674805,0.430664,0.606934
106579307714,0.0625,1.25,0.5,0.316345,-0.314209,-0.875793,-0.185059,0.623535,0.734748,2.97188,-0.669434,0.430664,0.612793
106579322311,1.1875,0.6875,0,0.316284,-0.314209,-0.875793,-0.185059,0.623499,0.734604,2.97183,-0.664062,0.444824,0.604004
106579345985,0.1875,0.25,-0.375,0.316345,-0.314087,-0.875916,-0.184875,0.623391,0.734636,2.9722,-0.671875,0.444336,0.606934
106579359970,-1.6875,0.3125,0.0625,0.316406,-0.313843,-0.875977,-0.184753,0.622845,0.734608,2.97228,-0.673828,0.433594,0.604492
106579422903,-1.6875,0.1875,0.25,0.316406,-0.313843,-0.875977,-0.184753,0.622845,0.734608,2.97228,-0.679688,0.433105,0.606445
106579424992,-0.1875,0.3125,0,0.316406,-0.313843,-0.875977,-0.184692,0.622887,0.734556,2.97242,-0.672852,0.441406,0.612793
106579430812,0.5625,-0.125,0.3125,0.316406,-0.313843,-0.875977,-0.184692,0.622887,0.734556,2.97242,-0.672852,0.442383,0.605957
106579443632,-0.9375,0.5,-0.3125,0.316589,-0.313477,-0.876038,-0.184753,0.621931,0.73491,2.97204,-0.675293,0.431152,0.600586
106579474403,-2.125,0.375,-1.0625,0.31665,-0.313477,-0.876038,-0.184753,0.621967,0.735054,2.97209,-0.67334,0.42627,0.606934
106579496557,-0.875,0.4375,-1,0.316711,-0.313477,-0.875977,-0.184875,0.621876,0.735249,2.97184,-0.666992,0.436523,0.59375
106579514493,-0.375,0.25,-1.25,0.316711,-0.313477,-0.875977,-0.184875,0.621876,0.735249,2.97184,-0.665527,0.44043,0.595215
106579563464,-0.625,0.0625,-0.8125,0.316711,-0.313477,-0.875977,-0.184875,0.621876,0.735249,2.97184,-0.671875,0.431641,0.599121
106579564637,-1,-0.25,-0.875,0.316589,-0.31366,-0.875916,-0.185059,0.622167,0.735155,2.9715,-0.668945,0.429199,0.599121
106579565081,1.5,-0.9375,-0.3125,0.316284,-0.313965,-0.875854,-0.185181,0.622747,0.734638,2.97129,-0.671875,0.441406,0.60498
106579586101,1.8125,-1.25,0,0.316284,-0.314026,-0.875854,-0.18512,0.622967,0.734616,2.9715,-0.665039,0.442383,0.598633
106579607855,0.4375,-0.125,0.125,0.316284,-0.314026,-0.875854,-0.18512,0.622967,0.734616,2.9715,-0.660645,0.435059,0.591309
106579623563,-0.125,0.1875,0.5,0.316223,-0.314392,-0.875793,-0.185059,0.623995,0.734551,2.97198,-0.670898,0.437988,0.595215
106579644658,1.5,-0.0625,0.6875,0.316162,-0.314819,-0.875671,-0.185059,0.625116,0.734516,2.97237,-0.670898,0.441895,0.598633
106579662495,1.875,0.3125,0.5,0.31604,-0.315125,-0.875549,-0.184998,0.625889,0.734225,2.97272,-0.665039,0.441406,0.597168
106579685034,1.5625,0.0625,0.5,0.315857,-0.315491,-0.875549,-0.184937,0.626887,0.733923,2.97312,-0.660156,0.450684,0.600098
106579704729,1.125,-0.1875,0,0.315735,-0.315796,-0.875488,-0.184875,0.627701,0.733684,2.97349,-0.66748,0.446777,0.59668
106579753041,1.125,-0.125,0.5625,0.315674,-0.315796,-0.875488,-0.184875,0.627665,0.73354,2.97343,-0.671875,0.436523,0.614258
106579758472,0.5625,0.0625,0.25,0.315674,-0.315796,-0.875488,-0.184875,0.627665,0.73354,2.97343,-0.665527,0.429688,0.598633
106579764761,0.75,0,0.1875,0.315613,-0.315979,-0.875488,-0.184814,0.628203,0.733435,2.97373,-0.663574,0.439941,0.608887
106579782509,1.125,0.4375,0.4375,0.315552,-0.315979,-0.875488,-0.184814,0.628166,0.733291,2.97368,-0.66748,0.436523,0.603516
106579821342,0.125,0.75,0.8125,0.315613,-0.316101,-0.875488,-0.184631,0.628683,0.73334,2.97429,-0.67334,0.4375,0.605469
106579826087,0.25,0.6875,1.3125,0.315491,-0.316345,-0.875488,-0.184448,0.629446,0.733018,2.97489,-0.674805,0.430176,0.600098
106579842474,1.3125,-0.125,1.9375,0.315369,-0.316711,-0.875427,-0.184387,0.630437,0.732808,2.97532,-0.671387,0.435059,0.60498
106579864949,2.25,-0.0625,1.375,0.315247,-0.316956,-0.875366,-0.184265,0.631115,0.732486,2.97576,-0.666504,0.443848,0.603027
