timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.357117,-0.380737,-0.842224,0.135071,1.01818,0.522089,-2.52762,-0.489258,0.731934,0.45166
106974630237,-1.5625,1.0625,-0.9375,0.357483,-0.380371,-0.842163,0.135315,1.01791,0.52265,-2.52673,-0.49707,0.739746,0.443848
106974652731,-2.375,2.1875,-0.375,0.357788,-0.379883,-0.842224,0.135681,1.01735,0.523125,-2.52588,-0.49707,0.71582,0.457031
106974667772,-2.25,2.8125,0.375,0.357971,-0.379578,-0.842285,0.13562,1.01687,0.523681,-2.52587,-0.489258,0.711426,0.454102
106974691410,-0.875,1.0625,-1.0625,0.357971,-0.379517,-0.842346,0.135376,1.01664,0.523964,-2.52636,-0.489258,0.724121,0.443848
106974712678,-0.3125,-0.75,-1.3125,0.357605,-0.379333,-0.842529,0.135437,1.01571,0.523407,-2.52682,-0.485352,0.72998,0.453613
106974727704,-1.5625,-1.375,-0.125,0.357178,-0.379272,-0.842773,0.13562,1.01508,0.522636,-2.5273,-0.488281,0.730957,0.452148
106974751443,-1.5,-2,0.9375,0.35675,-0.379578,-0.842834,0.135559,1.01518,0.521813,-2.52793,-0.501465,0.724121,0.447754
106974790956,1,-3,1.75,0.356323,-0.380127,-0.842773,0.135254,1.01574,0.521028,-2.52878,-0.505859,0.716797,0.444824
106974793020,2.8125,-3.875,1.8125,0.355713,-0.380737,-0.842773,0.13501,1.01621,0.519866,-2.52982,-0.498047,0.71875,0.44873
106974804569,3.3125,-4.375,2.1875,0.35498,-0.38147,-0.842834,0.134766,1.01684,0.518481,-2.5311,-0.501465,0.731934,0.45166
106974819518,3.375,-4.875,2.25,0.354431,-0.381897,-0.842834,0.134888,1.01711,0.517176,-2.53144,-0.501953,0.730469,0.450684
106974840874,1,-3.5,3.3125,0.353943,-0.382446,-0.842773,0.134949,1.01774,0.515955,-2.53177,-0.506836,0.731934,0.452148
106974864553,2.375,-2.875,3.4375,0.353882,-0.383179,-0.842529,0.134827,1.01932,0.515519,-2.53177,-0.505371,0.741699,0.448242
106974917755,3.875,-1.3125,1.75,0.354126,-0.383606,-0.842285,0.134521,1.02053,0.51593,-2.53175,-0.507324,0.755371,0.44873
106974918508,2.4375,-0.125,-0.5,0.354492,-0.383606,-0.842102,0.134277,1.02091,0.516705,-2.53151,-0.507812,0.751953,0.446777
106974925421,0.625,0.875,-1.625,0.354797,-0.383606,-0.842041,0.134033,1.02125,0.517462,-2.53156,-0.500488,0.756836,0.448242
106974938993,-0.375,0.625,-2,0.355103,-0.383179,-0.842102,0.13385,1.0206,0.518397,-2.5316,-0.494141,0.752441,0.450195
106974961485,-1.9375,1.1875,-2.9375,0.35553,-0.382507,-0.842346,0.133423,1.0195,0.520009,-2.53223,-0.5,0.734863,0.451172
106974992116,-2.75,0.9375,-4.4375,0.355835,-0.382141,-0.842529,0.132629,1.0188,0.521564,-2.53351,-0.502441,0.720215,0.448242
106975006512,-0.0625,-0.8125,-4.6875,0.355896,-0.382263,-0.842529,0.131653,1.01878,0.522506,-2.53506,-0.494629,0.733887,0.449219
106975037208,2.4375,-2.125,-4.625,0.355835,-0.382141,-0.842773,0.130859,1.01815,0.523325,-2.53682,-0.49707,0.739746,0.445801
106975052123,-0.1875,-2.4375,-4.3125,0.355713,-0.381531,-0.843201,0.130127,1.0163,0.524268,-2.53872,-0.508301,0.716309,0.45459
106975066470,-2.1875,-3.1875,-3.8125,0.355408,-0.381042,-0.843689,0.129456,1.01453,0.524813,-2.54082,-0.512207,0.70166,0.446777
106975090353,-1.5625,-4.25,-2.375,0.354858,-0.380981,-0.844055,0.128479,1.01327,0.52492,-2.54349,-0.505859,0.716797,0.459961
106975112133,1.1875,-5.6875,-3,0.354431,-0.380737,-0.844543,0.12738,1.01174,0.525526,-2.54645,-0.505371,0.721191,0.459961
106975133181,-0.0625,-5.1875,-4.875,0.354431,-0.379883,-0.845093,0.126221,1.00933,0.527247,-2.54913,-0.527832,0.70752,0.461914
