timestamp,gryox,gryoy,gryoz,accelx,accely,accelz,x,y,z,w,roll,pitch,yaw
,0.384521,0.272888,-0.278564,0.83667,0.724381,0.735371,-0.352861,-0.68457,0.487793,0.561523
87614379766,-0.1875,-0.6875,-0.0625,0.384521,0.272888,-0.278564,0.83667,0.724381,0.735371,-0.352861,-0.678223,0.488281,0.555664
87614408568,0.5,-0.6875,-0.1875,0.384521,0.272888,-0.278564,0.83667,0.724381,0.735371,-0.352861,-0.665527,0.489746,0.550293
87614417268,0.3125,-0.3125,-0.25,0.384216,0.273071,-0.278748,0.83667,0.72342,0.735745,-0.35347,-0.677734,0.483398,0.557129
87614438565,-1.375,-0.25,-1.1875,0.383911,0.273254,-0.278992,0.83667,0.722425,0.736182,-0.354241,-0.69043,0.484375,0.553223
87614461071,-1.1875,-0.9375,-1.25,0.383911,0.273315,-0.278992,0.83667,0.72245,0.73632,-0.354213,-0.675293,0.484863,0.550781
87614476024,0.375,-0.5,-0.0625,0.384155,0.273193,-0.278748,0.83667,0.723283,0.735975,-0.353456,-0.655762,0.49707,0.545898
87614530397,0.25,0.5625,1.1875,0.383972,0.273376,-0.278564,0.836731,0.722946,0.736106,-0.353058,-0.662109,0.484863,0.556152
87614532510,-1.375,1.1875,0.0625,0.383789,0.27356,-0.278748,0.836731,0.722359,0.736571,-0.353584,-0.669922,0.478516,0.552734
87614543931,-0.6875,0,-1.125,0.383972,0.273499,-0.278931,0.836609,0.722699,0.736671,-0.353882,-0.672363,0.48877,0.545898
87614570699,1.4375,-0.4375,-0.75,0.384033,0.273499,-0.278931,0.836548,0.722839,0.736672,-0.353797,-0.666992,0.491211,0.541992
87614584979,0.75,0.3125,-0.25,0.384033,0.27356,-0.278931,0.836548,0.722864,0.73681,-0.353769,-0.669434,0.480469,0.54248
87614613000,-0.5625,0.75,-0.25,0.383911,0.273804,-0.279175,0.836426,0.72236,0.737432,-0.3543,-0.677246,0.473145,0.545898
87614630885,-0.125,0.125,-1.3125,0.384094,0.273865,-0.279358,0.836304,0.72275,0.737808,-0.354542,-0.677734,0.483398,0.544434
87614657362,1.25,-0.1875,-0.375,0.384399,0.273682,-0.279236,0.836243,0.723631,0.737453,-0.354049,-0.655762,0.501465,0.54834
87614678597,1.0625,0.25,0.3125,0.384399,0.273682,-0.279175,0.836243,0.723665,0.737389,-0.353888,-0.666016,0.486816,0.541504
87614687826,0,-0.25,0.875,0.38446,0.273621,-0.279419,0.836121,0.723597,0.737461,-0.354432,-0.679688,0.480957,0.551758
87614718732,1.1875,-0.9375,-0.4375,0.384888,0.273499,-0.279724,0.835938,0.724546,0.73769,-0.354869,-0.669434,0.480957,0.546875
87614720393,3.1875,-0.4375,-0.3125,0.385376,0.273315,-0.279846,0.835693,0.725712,0.737592,-0.354765,-0.658691,0.504883,0.54834
87614739221,2.75,0.1875,-0.9375,0.385376,0.273438,-0.279785,0.835693,0.725797,0.737804,-0.354547,-0.664062,0.492188,0.551758
87614763003,-0.5,1.0625,-0.625,0.385437,0.273438,-0.279846,0.835632,0.725903,0.737869,-0.354623,-0.67334,0.480469,0.556641
87614784237,1.125,0.125,0.5625,0.385864,0.273254,-0.279846,0.83551,0.727045,0.737688,-0.354326,-0.668457,0.496094,0.561523
87614800573,2.75,0.4375,0.1875,0.386047,0.273254,-0.279724,0.835449,0.727627,0.737654,-0.353833,-0.673828,0.495605,0.563965
87614821755,1.125,1.0625,0.8125,0.386108,0.273132,-0.279541,0.83551,0.727912,0.737279,-0.353407,-0.675781,0.491211,0.558594
87614845973,0.1875,-0.1875,1.3125,0.38623,0.272827,-0.27948,0.835571,0.728241,0.736664,-0.353348,-0.667969,0.492188,0.556641
87614860537,0.9375,-0.6875,1,0.386292,0.272522,-0.279602,0.835632,0.728282,0.736194,-0.353814,-0.669434,0.500977,0.564941
87614883056,1.1875,-1.125,-0.0625,0.38623,0.272522,-0.279785,0.835571,0.727946,0.736293,-0.354296,-0.67041,0.5,0.556641
87614904242,-0.3125,-0.3125,-1.3125,0.385925,0.272705,-0.279724,0.835693,0.727214,0.736502,-0.354347,-0.674805,0.490723,0.556641
87614920524,-1.6875,0.375,-0.375,0.385498,0.272827,-0.279663,0.835876,0.726129,0.736526,-0.354553,-0.667969,0.480469,0.569824
87614943098,-1.9375,1,0,0.385071,0.273071,-0.279419,0.83606,0.725195,0.736636,-0.35422,-0.650879,0.488281,0.571289
87614964218,-2.625,2.25,-0.4375,0.383545,0.273804,-0.279114,0.83667,0.721461,0.737274,-0.354565,-0.674805,0.485352,0.62207
87614980565,-7.875,3.75,-1.1875,0.379639,0.275208,-0.278259,0.838257,0.711786,0.737805,-0.355509,-0.71875,0.477051,0.718262
87615002977,-20.0625,5.375,-0.875,0.372559,0.277161,-0.277771,0.840942,0.693342,0.738425,-0.360218,-0.833496,0.4375,0.813965
87615031587,-34.375,0.25,-1.75,0.362122,0.279175,-0.277283,0.844971,0.665936,0.737729,-0.368285,-0.894043,0.326172,0.934082
87615040522,-45.8125,-4.3125,1.1875,0.347351,0.283936,-0.275452,0.850159,0.628438,0.739796,-0.375854,-1.17041,0.172363,1.0791
87615063002,-66.8125,-2.5625,11.5625,0.330444,0.285706,-0.268799,0.858398,0.58965,0.731712,-0.375212,-1.55273,-0.0532227,1.44922
87615084041,-101.25,-17.9375,26,0.303162,0.28772,-0.261536,0.869995,0.52517,0.719761,-0.382439,-1.73486,-0.0541992,1.32666
87615100570,-162.312,-41.5,17.3125,0.26709,0.290588,-0.24585,0.885254,0.446989,0.702093,-0.375592,-1.80615,-0.105469,1.08984
87615137419,-229.312,-46.5625,48.75,0.226013,0.287354,-0.218872,0.904602,0.368733,0.667236,-0.345599,-2.01611,-0.469727,0.89502
87615151625,-278.5,-65.3125,100.688,0.180481,0.274536,-0.1875,0.925659,0.286703,0.613746,-0.308261,-2.10352,-0.353516,0.892578
87615160483,-299.562,-117.688,131,0.145386,0.256958,-0.145813,0.944214,0.237209,0.555826,-0.238452,-2.2207,0.182129,0.685547
87615183056,-252.312,-117.312,204.125,0.122192,0.234314,-0.0818481,0.960938,0.224529,0.489659,-0.113605,-2.62451,1.25391,0.350586
87615204240,-215.375,-113.375,345.812,0.09729,0.202515,0.00622559,0.974365,0.21052,0.404365,0.0560882,-2.375,1.42041,0.717285
87615220550,-251.188,-143.875,482.25,0.0806885,0.138611,0.109497,0.980957,0.196329,0.257095,0.247781,-0.75293,0.164551,-0.147949
87615243077,-222.188,-322,599.062,0.0646362,0.0765381,0.156982,0.982483,0.152929,0.130471,0.32688,8.51221,-1.85742,-0.621582
87615264277,-168,-318.938,283,0.107178,0.0519409,0.21228,0.96991,0.232396,0.0552807,0.43738,2.67725,-1.46387,-1.12158
87615288030,198.188,-151.312,351.375,0.136841,0.0465698,0.24054,0.959778,0.289171,0.0235643,0.494521,1.48096,-1.5918,-0.913574
87615303016,156.25,-45.625,181.5,0.131104,0.0537109,0.230713,0.962585,0.281126,0.0429214,0.476503,0.790039,-2.23291,-0.696289
